pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 106315 c,HD 106315,0,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=LENDL_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603L...5L/abstract target=ref>Lendl et al. 2017</a>,2105683000000,53000000,-53000000,0,,,,,405000000,65000000,-65000000,0,36131680,5798912,-5798912,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6498.00,92.78,-161.35,0,1242700,57370,-53856,0,1330000,261876,-164687,0,,,,,,4373190,80031,-101284,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2019-07-19,2017-07,2017-09-28
HD 106315 c,HD 106315,0,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...93Z/abstract target=ref>Zhou et al. 2018</a>,2105603000000,22000000,-26000000,0,,,,,478600000,9000000,-9000000,0,42697832,802926,-802926,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ZHOU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...93Z/abstract target=ref>Zhou et al. 2018</a>,,6244.00,49.00,-51.00,0,1299000,29000,-25000,0,1024000,35000,-37000,0,-2700,790,-790,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2019-08-09,2018-09,2019-08-15
HD 106315 c,HD 106315,0,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..63B/abstract target=ref>Bourrier et al. 2023</a>,2105652000000,12000000,-12000000,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,1,<a refstr=BOURRIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..63B/abstract target=ref>Bourrier et al. 2023</a>,F5,6364.00,87.00,-87.00,0,1269000,24000,-24000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2024-12-10,2023-01,2024-12-10
HD 106315 c,HD 106315,1,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,2105704000000,46000000,-46000000,0,1536000000,17000000,-17000000,0,435000000,23000000,-23000000,0,38808101,2051923,-2051923,0,1520000000,370000000,-370000000,0,4782431,1164144,-1164144,0,Mass,220000,150000,-150000,0,,,,,886.00,20.00,-20.00,0,1,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,F5 V,6327.00,48.00,-48.00,0,1296000,58000,-58000,0,1091000,36000,-36000,0,-3110,790,-790,0,[Fe/H],4252000,43000,-43000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2019-07-19,2017-12,2019-07-25
HD 106315 c,HD 106315,0,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2105788000000,132000000,-133000000,0,1533000000,16000000,-17000000,0,431000000,10000000,-8000000,0,38451245,892140,-713712,0,,,,,,,,,,,,,,,,,,804.00,9.00,-9.00,0,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6277.00,52.00,-51.00,0,1290000,20000,-20000,0,1080000,30000,-40000,0,-2200,700,-700,0,[Fe/H],4250000,20000,-20000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2022-03-28,2018-08,2022-03-28
HD 106315 c,HD 106315,0,CONFIRMED,Crossfield et al. 2017,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..256R/abstract target=ref>Rodriguez et al. 2017</a>,2105800000000,220000000,-220000000,0,1503000000,15000000,-15000000,0,440000000,25000000,-27000000,0,39300000,2200000,-2400000,0,,,,,,,,,,180000,,,1,,,,,874.00,18.00,-19.00,0,1,<a refstr=RODRIGUEZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..256R/abstract target=ref>Rodriguez et al. 2017</a>,,6254.00,55.00,-51.00,0,1281000,51000,-58000,0,1027000,34000,-29000,0,-2780,820,-730,0,[M/H],4234000,35000,-33000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m53.39s,1834724742,-00d23m36.37s,-3934357,10935300000,69100000,-68100000,89510000,30000,-30000,78530000,200000,-200000,88884100,2510,-2510,2019-07-19,2017-06,2017-09-28
HD 137496 b,HD 137496,1,CONFIRMED,Azevedo Silva et al. 2022,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,162116000000,7910000,-8060000,0,273200000,1900000,-1900000,0,131000000,6000000,-5000000,0,11687057,535285,-446071,0,404000000,55000000,-55000000,0,1271126,173049,-173049,0,Mass,0,,,0,,,,,2130.00,30.00,-29.00,0,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,61.00,-61.00,0,1590000,30000,-30000,0,1040000,20000,-20000,0,-300,400,-400,0,[Fe/H],4050000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h26m58.09s,2317420543,-16d30m32.41s,-165090014,15531700000,173900000,-170200000,98990000,60000,-60000,82440000,360000,-360000,97716800,6010,-6010,2021-11-18,2022-01,2021-11-18
HD 137496 c,HD 137496,1,CONFIRMED,Azevedo Silva et al. 2022,1,2,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,47990000000000,110000000000,-100000000000,0,12163000000,87000000,-88000000,0,,,,,,,,,243456559762,3496112477,-3496112477,0,766000000,11000000,-11000000,0,Msini,477000,4000,-4000,0,,,,,370.00,5.00,-5.00,0,0,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,61.00,-61.00,0,1590000,30000,-30000,0,1040000,20000,-20000,0,-300,400,-400,0,[Fe/H],4050000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h26m58.09s,2317420543,-16d30m32.41s,-165090014,15531700000,173900000,-170200000,98990000,60000,-60000,82440000,360000,-360000,97716800,6010,-6010,2021-11-18,2022-01,2021-11-18
HD 224018 b,HD 224018,1,CONFIRMED,Damasso et al. 2025,1,3,Radial Velocity,2025,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,1064130000000,280000000,-280000000,0,952000000,20000000,-20000000,0,91000000,64000000,-57000000,0,8118490,5709707,-5085208,0,410000000,80000000,-80000000,0,1290004,251708,-251708,0,Mass,60000,70000,-40000,0,,,,,968.00,19.00,-19.00,0,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,G V,5784.00,60.00,-60.00,0,1147000,28000,-28000,0,1013000,69000,-61000,0,500,500,-500,0,[Fe/H],4320000,40000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m33.36s,3586390056,-04d43m24.01s,-47233362,10548000000,65500000,-64700000,97150000,50000,-50000,81450010,270000,-270000,95213700,1540,-1540,2025-09-17,2025-08,2025-09-17
HD 224018 c,HD 224018,1,CONFIRMED,Damasso et al. 2025,1,3,Transit,2025,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,3657669000000,19000000,-17000000,0,2170000000,50000000,-50000000,0,242000000,7000000,-8000000,0,21589831,624499,-713713,0,1040000000,130000000,-110000000,0,3272206,409026,-346099,0,Mass,20000,20000,-20000,0,,,,,641.00,12.00,-12.00,0,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,G V,5784.00,60.00,-60.00,0,1147000,28000,-28000,0,1013000,69000,-61000,0,500,500,-500,0,[Fe/H],4320000,40000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m33.36s,3586390056,-04d43m24.01s,-47233362,10548000000,65500000,-64700000,97150000,50000,-50000,81450010,270000,-270000,95213700,1540,-1540,2025-09-17,2025-08,2025-09-17
HD 224018 d,HD 224018,1,CONFIRMED,Damasso et al. 2025,1,3,Transit,2025,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,13807310000000,2761270000000,-500000000,0,5300000000,600000000,-200000000,0,240000000,10000000,-10000000,0,21411403,892142,-892142,0,420000000,180000000,-160000000,0,1321468,566343,-503416,0,Mass,40000,50000,-40000,0,,,,,411.00,11.00,-21.00,0,0,<a refstr=DAMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250813684D/abstract target=ref>Damasso et al. 2025</a>,G V,5784.00,60.00,-60.00,0,1147000,28000,-28000,0,1013000,69000,-61000,0,500,500,-500,0,[Fe/H],4320000,40000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m33.36s,3586390056,-04d43m24.01s,-47233362,10548000000,65500000,-64700000,97150000,50000,-50000,81450010,270000,-270000,95213700,1540,-1540,2025-09-17,2025-08,2025-09-17
HD 3167 b,HD 3167,1,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,95964100000,1100000,-1100000,0,179600000,3700000,-3100000,0,167000000,17000000,-10000000,0,14898768,1516641,-892142,0,497000000,24000000,-23000000,0,1563737,75512,-72366,0,Mass,0,,,0,16500000,1100000,-1100000,0,1774.00,29.00,-29.00,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5261.00,60.00,-60.00,0,880000,12000,-13000,0,837000,53000,-43000,0,400,500,-500,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2023-04-17,2023-04,2023-04-17
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2025-04-29,2021-10,2025-04-29
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,95964100000,1200000,-1100000,0,,,,,170000000,15000000,-18000000,0,15166410,1338213,-1605855,0,502000000,38000000,-38000000,0,1579469,119561,-119561,0,Mass,,,,,16250000,2220000,-2440000,0,1608.00,56.00,-56.00,0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5261.00,60.00,-60.00,0,872000,57000,-57000,0,866000,33000,-33000,0,400,500,-500,0,[Fe/H],4470000,50000,-50000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2025-09-17,2025-06,2025-09-17
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>,95962800000,1200000,-1200000,0,,,,,155700000,5700000,-5700000,0,13890624,508520,-508520,0,,,,,,,,,,,,,,,,,,1860.00,160.00,-160.00,0,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...9V/abstract target=ref>Vanderburg et al. 2016</a>,,5370.00,50.00,-50.00,0,828000,28000,-28000,0,883000,33000,-33000,0,0,800,-800,0,[Fe/H],4520000,30000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2018-10-24,2016-09,2016-09-08
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,96000000000,,,0,,,,,162600000,4800000,-5400000,0,14506200,428227,-481756,0,559000000,98000000,-96000000,0,1758802,308341,-302048,0,Mass,,,,,,,,,,,,,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,5261.00,60.00,-60.00,0,880000,12000,-13000,0,837000,53000,-43000,0,400,500,-500,0,[Fe/H],4470000,50000,-50000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2019-08-23,2019-09,2019-08-29
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>,95964100000,1100000,-1200000,0,181500000,2300000,-2300000,0,170000000,18000000,-15000000,0,15166384,1605852,-1338210,0,502000000,38000000,-38000000,0,1579461,119561,-119561,0,Mass,0,,,0,16250000,2440000,-2220000,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>,K0 V,5261.00,60.00,-60.00,0,860000,40000,-40000,0,860000,30000,-30000,0,400,500,-500,0,[Fe/H],4470000,50000,-50000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2018-10-24,2017-09,2017-06-08
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,95962800000,3200000,-3100000,0,,,,,180000000,20000000,-10000000,0,16000000,2000000,-1000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,880000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2017-12-14,2018-01,2017-12-14
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,95966500000,2000000,-2100000,0,,,,,162377492,17061641,-8017570,0,14486350,1522138,-715280,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5366.00,50.00,-50.00,0,836616,47623,-26769,0,890320,26220,-28959,0,-100,800,-800,0,[Fe/H],4540000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2018-10-24,2018-03,2018-02-15
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,95962400000,2800000,-2800000,0,186000000,3000000,-3000000,0,170000000,8000000,-8000000,0,15166384,713712,-713712,0,,,,,,,,,,,,,,,,,,1669.00,52.00,-52.00,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5528.00,162.00,-162.00,0,870000,10000,-10000,0,940000,40000,-40000,0,-200,1700,-1700,0,[Fe/H],4530000,20000,-20000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2018-10-24,2018-12,2018-10-26
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,95963200000,1500000,-1500000,0,175200000,6300000,-6300000,0,157400000,5400000,-5400000,0,14042312,481757,-481757,0,569000000,44000000,-44000000,0,1790274,138439,-138439,0,Mass,0,,,0,,,,,1759.00,20.00,-20.00,0,0,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,,5286.00,40.00,-40.00,0,835000,26000,-26000,0,877000,24000,-24000,0,300,300,-300,0,[Fe/H],4510000,30000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2021-07-12,2017-09,2021-07-12
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,95962200000,4400000,-4400000,0,,,,,160000000,9000000,-8000000,0,14274268,802928,-713713,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,63.00,-63.00,0,830000,30000,-30000,0,,,,,-1000,1000,-1000,0,[Fe/H],4600000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2022-03-28,2021-08,2022-03-28
HD 3167 b,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,95965428000,30000,-29000,0,180200000,2500000,-2500000,0,162700000,8300000,-5800000,0,14515147,740478,-517442,0,473000000,28000000,-29000000,0,1488224,88098,-91244,0,Mass,100000,,,1,,,,,1777.00,27.00,-27.00,0,0,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,,5300.00,73.00,-73.00,0,871000,6000,-6000,0,852000,26000,-15000,0,370,480,-480,0,[Fe/H],4470000,120000,-120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2022-10-18,2022-09,2022-10-18
HD 3167 c,HD 3167,0,CONFIRMED,Vanderburg et al. 2016,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=BOURRIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.152B/abstract target=ref>Bourrier et al. 2021</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,87401487,+04d22m50.60s,43807215,4728990000,14850000,-14750000,89700000,300000,-300000,70660000,200000,-200000,87622100,2650,-2650,2025-04-29,2021-10,2025-04-29
